Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ARL2BP,ADP-ribosylation factor-like protein 2-binding protein,41817,121,0.87 [0.56-1.35],0.5261474379730263
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ARMCX2,Armadillo repeat-containing X-linked protein 2,41859,122,1.29 [1.04-1.59],0.0202263066044418
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ARNT,Aryl hydrocarbon receptor nuclear translocator,48809,141,1.05 [0.69-1.60],0.8160168743531633
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ARNTL,Aryl hydrocarbon receptor nuclear translocator-like protein 1,41817,121,1.01 [0.72-1.42],0.9473446501841416
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ARSA,Arylsulfatase A,49760,150,2.71 [2.11-3.48],3.555653681542724e-15
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ARSB,Arylsulfatase B,49510,148,1.62 [1.29-2.05],3.888835375266708e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ART3,Ecto-ADP-ribosyltransferase 3,49930,149,0.58 [0.39-0.86],0.0061953103927119
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ART5,Ecto-ADP-ribosyltransferase 5,41859,122,1.07 [0.83-1.38],0.6048951666258573
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ARTN,Artemin,48809,141,1.38 [1.12-1.70],0.0028517468544222
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ASAH1,Acid ceramidase,42845,127,2.04 [1.71-2.44],2.048993621202482e-15
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ASAH2,Neutral ceramidase,49354,143,1.06 [0.80-1.41],0.663637685545409
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ASGR1,Asialoglycoprotein receptor 1,49354,143,4.49 [3.41-5.93],1.7596822211257862e-26
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ASGR2,Asialoglycoprotein receptor 2,43282,131,1.85 [1.02-3.37],0.0444534479309597
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ASPN,Asporin,43249,127,2.55 [1.98-3.28],2.9414554799977254e-13
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ASPSCR1,Tether containing UBX domain for GLUT4,43180,130,0.94 [0.73-1.21],0.6298344619092334
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ASRGL1,Isoaspartyl peptidase/L-asparaginase,42091,120,0.85 [0.72-1.02],0.0761892366467839
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ASS1,Argininosuccinate synthase,41817,121,2.23 [1.83-2.73],2.760576822076876e-15
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATF2,Cyclic AMP-dependent transcription factor ATF-2,48597,148,0.94 [0.74-1.19],0.5974240632836476
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATF4,Cyclic AMP-dependent transcription factor ATF-4,41724,127,1.24 [0.78-1.97],0.3561799256888337
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATG16L1,Autophagy-related protein 16-1,43071,128,0.91 [0.75-1.11],0.3672701586801582
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATG4A,Cysteine protease ATG4A,48578,144,0.98 [0.76-1.25],0.8524779407291064
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATOX1,Copper transport protein ATOX1,49895,151,1.09 [0.88-1.33],0.4339587608256056
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATP1B1,Sodium/potassium-transporting ATPase subunit beta-1,41817,121,1.10 [0.79-1.54],0.5715170211081937
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATP1B2,Sodium/potassium-transporting ATPase subunit beta-2,41817,121,1.55 [1.02-2.36],0.0388675397925205
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATP1B3,Sodium/potassium-transporting ATPase subunit beta-3,41817,121,1.48 [1.06-2.07],0.021977266180177
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATP1B4,Protein ATP1B4,41724,127,1.36 [0.96-1.92],0.0798955469855212
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATP2B4,Plasma membrane calcium-transporting ATPase 4,41817,121,0.99 [0.74-1.33],0.9563012915415884
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATP5F1D,"ATP synthase subunit delta, mitochondrial",41817,121,0.99 [0.70-1.41],0.959553335818213
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATP5IF1,"ATPase inhibitor, mitochondrial",49948,152,0.97 [0.85-1.11],0.6613761383346999
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATP5PO,"ATP synthase subunit O, mitochondrial",48597,148,0.97 [0.67-1.39],0.8658337384296091
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATP6AP2,Renin receptor,48578,144,1.52 [1.16-2.00],0.0026641378695953
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATP6V1D,V-type proton ATPase subunit D,49510,148,1.09 [0.65-1.81],0.7475698872245453
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATP6V1F,V-type proton ATPase subunit F,48512,147,1.00 [0.80-1.25],0.9901300552396328
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATP6V1G1,V-type proton ATPase subunit G 1,42091,120,0.84 [0.65-1.07],0.157639742734728
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATP6V1G2,V-type proton ATPase subunit G 2,41817,121,1.05 [0.87-1.26],0.6087367833905497
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATRAID,All-trans retinoic acid-induced differentiation factor,43071,128,1.58 [1.16-2.15],0.0038753278761848
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATRN,"Attractin, Isoform 2",43311,131,6.32 [2.74-14.58],1.5146116185830002e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATXN10,Ataxin-10,48597,148,0.79 [0.65-0.96],0.0175211752116908
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATXN2,Ataxin-2,41859,122,1.04 [0.89-1.21],0.6019015018811019
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATXN2L,Ataxin-2-like protein,43180,130,0.96 [0.67-1.37],0.8232622697532104
Chapter XI Diseases of the digestive system,Alcoholic liver disease,ATXN3,Ataxin-3,43149,128,0.84 [0.64-1.11],0.2138346820866981
Chapter XI Diseases of the digestive system,Alcoholic liver disease,AXIN1,Axin-1,49667,147,0.89 [0.77-1.04],0.1428413825782173
Chapter XI Diseases of the digestive system,Alcoholic liver disease,AXL,Tyrosine-protein kinase receptor UFO,49930,149,3.82 [2.42-6.02],8.094412579181072e-09
Chapter XI Diseases of the digestive system,Alcoholic liver disease,AZI2,5-azacytidine-induced protein 2,43180,130,0.87 [0.64-1.19],0.3769284373737821
Chapter XI Diseases of the digestive system,Alcoholic liver disease,AZU1,Azurocidin,48223,142,1.07 [0.90-1.28],0.4403623295582113
Chapter XI Diseases of the digestive system,Alcoholic liver disease,B2M,Beta-2-microglobulin,43311,131,1.54 [1.25-1.89],3.9761259292849074e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,41817,121,1.31 [0.57-3.02],0.5263817112685214
Chapter XI Diseases of the digestive system,Alcoholic liver disease,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",42091,120,6.25 [4.03-9.69],2.790257219530165e-16
Chapter XI Diseases of the digestive system,Alcoholic liver disease,B4GALT1,"Beta-1,4-galactosyltransferase 1",49948,152,1.99 [1.22-3.24],0.0057431176322825
Chapter XI Diseases of the digestive system,Alcoholic liver disease,B4GAT1,"Beta-1,4-glucuronyltransferase 1",49760,150,1.96 [1.10-3.50],0.0226559447729947
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BABAM1,BRISC and BRCA1-A complex member 1,41993,123,0.83 [0.44-1.56],0.5590155220711063
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BACH1,Transcription regulator protein BACH1,49667,147,0.98 [0.80-1.20],0.8390375260084215
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BAG3,BAG family molecular chaperone regulator 3,49273,143,1.09 [0.76-1.57],0.640309113057123
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BAG4,BAG family molecular chaperone regulator 4,41993,123,0.97 [0.68-1.37],0.843153047245806
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BAG6,Large proline-rich protein BAG6,48828,141,1.33 [0.89-1.98],0.1614285518305874
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,48578,144,2.28 [1.95-2.67],4.86153684897352e-25
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BAMBI,BMP and activin membrane-bound inhibitor homolog,48578,144,1.30 [0.80-2.10],0.2879095088512222
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BANK1,B-cell scaffold protein with ankyrin repeats,49667,147,0.89 [0.77-1.01],0.0776961054321033
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BAP18,Chromatin complexes subunit BAP18,43149,128,1.22 [1.00-1.50],0.0510063041232892
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BATF,Basic leucine zipper transcriptional factor ATF-like,42069,125,1.16 [0.98-1.38],0.0781838415082607
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BAX,Apoptosis regulator BAX,48515,148,1.22 [1.05-1.43],0.0117074304822584
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BCAM,Basal cell adhesion molecule,49760,150,4.97 [3.78-6.55],3.1502113516349296e-30
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BCAN,Brevican core protein,49354,143,0.37 [0.25-0.56],2.1884378385300265e-06
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BCAT1,"Branched-chain-amino-acid aminotransferase, cytosolic",43249,127,2.23 [1.60-3.11],1.996624840020196e-06
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial",41859,122,1.24 [0.96-1.62],0.1051328710553056
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BCHE,Cholinesterase,42491,128,0.40 [0.29-0.55],1.9295232872948125e-08
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BCL2,Apoptosis regulator Bcl-2,43071,128,1.37 [1.08-1.73],0.0097911405916675
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BCL2L1,Bcl-2-like protein 1,43149,128,0.94 [0.80-1.12],0.4945733134816645
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BCL2L11,"Bcl-2-like protein 11, Isoform BimL ",49667,147,2.14 [1.44-3.19],0.0001680529138305
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BCL2L15,Bcl-2-like protein 15,41993,123,0.98 [0.73-1.31],0.8811080674929458
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BCL7A,B-cell CLL/lymphoma 7 protein family member A,41724,127,1.22 [0.98-1.51],0.0700223461626528
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BCL7B,B-cell CLL/lymphoma 7 protein family member B,43049,127,0.98 [0.67-1.45],0.9311271756403808
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BCR,Breakpoint cluster region protein,49667,147,0.88 [0.75-1.03],0.1033395689900846
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BDNF,Brain-derived neurotrophic factor,43246,129,1.09 [0.89-1.34],0.3886184924740731
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BECN1,Beclin-1,42091,120,0.80 [0.59-1.09],0.158508764243448
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BEX3,Protein BEX3,41724,127,0.79 [0.51-1.22],0.2863899880230934
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BGLAP,Osteocalcin,43246,129,0.91 [0.75-1.10],0.3274599159656491
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BGN,Biglycan,48499,144,1.08 [0.95-1.22],0.222147461654896
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BHLHE40,Class E basic helix-loop-helix protein 40,41859,122,1.19 [0.96-1.48],0.1044627507740664
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BHMT2,S-methylmethionine--homocysteine S-methyltransferase BHMT2,41817,121,2.10 [1.08-4.06],0.027922030423573
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BID,BH3-interacting domain death agonist,49667,147,0.86 [0.69-1.08],0.1843381092225811
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BIN2,Bridging integrator 2,49760,150,0.82 [0.70-0.96],0.016582674354994
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BIRC2,Baculoviral IAP repeat-containing protein 2,48578,144,0.74 [0.58-0.95],0.0162429143319159
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BLMH,Bleomycin hydrolase,50349,150,1.95 [1.31-2.91],0.0010979514256409
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BLNK,B-cell linker protein,41993,123,1.22 [0.83-1.81],0.3069504861276433
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BLOC1S2,Biogenesis of lysosome-related organelles complex 1 subunit 2,41859,122,0.85 [0.65-1.11],0.2436173700227765
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BLOC1S3,Biogenesis of lysosome-related organelles complex 1 subunit 3,43149,128,0.79 [0.51-1.22],0.2819593280705219
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BLVRB,Flavin reductase,49760,150,1.00 [0.81-1.24],0.9994252164309164
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BMP10,Bone morphogenetic protein 10,42307,127,2.48 [1.35-4.53],0.0032425289692564
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BMP4,Bone morphogenetic protein 4,49273,143,1.21 [0.89-1.65],0.2261451591593622
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BMP6,Bone morphogenetic protein 6,48748,141,2.57 [1.90-3.49],1.2249356894853255e-09
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BMPER,BMP-binding endothelial regulator protein,42307,127,2.79 [1.49-5.24],0.0013961944944397
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BNIP2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2,43249,127,1.23 [0.76-1.98],0.3993334184664115
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BNIP3L,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,41993,123,1.44 [1.01-2.05],0.046296591782814
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BOC,Brother of CDO,48828,141,1.44 [0.76-2.73],0.2596024035315809
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BOLA1,BolA-like protein 1,41859,122,1.13 [0.83-1.53],0.440793295587277
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BOLA2_BOLA2B,BolA-like protein 2,42091,120,0.75 [0.54-1.04],0.0820017700902555
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BPIFA2,BPI fold-containing family A member 2,40604,114,0.70 [0.58-0.83],8.080776814358116e-05
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BPIFB1,BPI fold-containing family B member 1,49625,149,1.24 [0.99-1.56],0.0587799741353663
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BPIFB2,BPI fold-containing family B member 2,43165,126,1.08 [0.84-1.39],0.550875810980044
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BRAP,BRCA1-associated protein,42675,124,0.83 [0.71-0.97],0.015629269819189
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BRD1,Bromodomain-containing protein 1,42463,126,1.08 [0.64-1.85],0.7691243208197361
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BRD2,Bromodomain-containing protein 2,41859,122,1.30 [0.90-1.88],0.1661693334872211
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BRD3,Bromodomain-containing protein 3,41817,121,0.93 [0.63-1.36],0.7048558817005448
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BRDT,Bromodomain testis-specific protein,41817,121,1.03 [0.64-1.65],0.9066781705690292
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BRK1,Protein BRICK1,48597,148,1.01 [0.73-1.39],0.9452316106841973
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BRME1,Break repair meiotic recombinase recruitment factor 1,41859,122,1.10 [0.75-1.60],0.6206291320533588
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BRSK2,Serine/threonine-protein kinase BRSK2,43180,130,1.29 [0.86-1.94],0.2223895504954779
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BSG,Basigin,50197,148,11.32 [6.96-18.41],1.3175951562483553e-22
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BSND,Barttin,41724,127,0.88 [0.51-1.51],0.6437377464138876
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BST1,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,50181,152,2.49 [1.55-4.02],0.0001799325474864
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BST2,Bone marrow stromal antigen 2,50181,152,0.83 [0.60-1.14],0.2516695280621808
Chapter XI Diseases of the digestive system,Alcoholic liver disease,BTC,Probetacellulin,48578,144,0.96 [0.78-1.18],0.6963652842852537
