Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARG2,"Arginase-2, mitochondrial",44533,623,0.92 [0.76-1.10],0.3533240078717019
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARHGAP1,Rho GTPase-activating protein 1,50249,720,0.99 [0.86-1.15],0.9364854989380468
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARHGAP25,Rho GTPase-activating protein 25,50249,720,1.07 [0.96-1.19],0.2072288657595543
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARHGAP30,Rho GTPase-activating protein 30,43926,615,0.94 [0.76-1.16],0.53682424905765
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARHGAP45,Rho GTPase-activating protein 45,43761,617,1.09 [0.99-1.20],0.0737960969880264
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARHGAP5,Rho GTPase-activating protein 5,43142,599,0.99 [0.89-1.10],0.8317158198992499
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARHGEF1,Rho guanine nucleotide exchange factor 1,44635,623,1.09 [1.00-1.19],0.0493042110031461
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARHGEF10,Rho guanine nucleotide exchange factor 10,44664,625,1.05 [0.97-1.14],0.2189698455312035
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARHGEF12,Rho guanine nucleotide exchange factor 12,51387,739,1.07 [1.01-1.14],0.0314513687715523
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARHGEF5,Rho guanine nucleotide exchange factor 5,43301,603,1.17 [1.06-1.28],0.0014679572571559
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARID3A,AT-rich interactive domain-containing protein 3A,43301,603,0.88 [0.72-1.07],0.2087848682869443
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARID4B,AT-rich interactive domain-containing protein 4B,50258,704,0.88 [0.74-1.05],0.1522368256280387
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARL13B,ADP-ribosylation factor-like protein 13B,43272,611,1.06 [0.95-1.18],0.3061599409097413
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARL2BP,ADP-ribosylation factor-like protein 2-binding protein,43272,611,1.04 [0.86-1.26],0.6836919881392713
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARMCX2,Armadillo repeat-containing X-linked protein 2,43301,603,1.03 [0.90-1.16],0.6949013126170143
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARNT,Aryl hydrocarbon receptor nuclear translocator,50494,726,0.99 [0.83-1.19],0.9447929517433502
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARNTL,Aryl hydrocarbon receptor nuclear translocator-like protein 1,43272,611,1.02 [0.88-1.18],0.8235753639545437
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARSA,Arylsulfatase A,51475,728,1.83 [1.62-2.07],6.40361449088172e-23
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARSB,Arylsulfatase B,51227,734,1.38 [1.23-1.54],1.2220309712111402e-08
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ART3,Ecto-ADP-ribosyltransferase 3,51667,747,0.82 [0.68-0.99],0.0364633125866079
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ART5,Ecto-ADP-ribosyltransferase 5,43301,603,1.04 [0.93-1.17],0.4819063040442598
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ARTN,Artemin,50494,726,1.09 [0.96-1.25],0.1752569760783119
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ASAH1,Acid ceramidase,44330,623,1.43 [1.26-1.62],5.857179322447229e-08
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ASAH2,Neutral ceramidase,51062,728,1.36 [1.18-1.55],1.0585586284849976e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ASGR1,Asialoglycoprotein receptor 1,51062,728,3.25 [2.75-3.84],1.5088034737454334e-43
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ASGR2,Asialoglycoprotein receptor 2,44780,630,1.47 [1.11-1.94],0.0069377861304505
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ASPN,Asporin,44738,627,1.23 [0.95-1.58],0.1190323538353703
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ASPSCR1,Tether containing UBX domain for GLUT4,44664,625,1.06 [0.94-1.18],0.330505719023299
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ASRGL1,Isoaspartyl peptidase/L-asparaginase,43550,617,1.04 [0.96-1.12],0.313564210319926
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ASS1,Argininosuccinate synthase,43272,611,1.78 [1.62-1.94],2.2036042156142643e-36
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATF2,Cyclic AMP-dependent transcription factor ATF-2,50258,704,1.09 [1.00-1.19],0.0599173901228156
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATF4,Cyclic AMP-dependent transcription factor ATF-4,43142,599,1.02 [0.81-1.29],0.8635964158846912
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATG16L1,Autophagy-related protein 16-1,44550,622,1.15 [1.05-1.25],0.0026609319776198
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATG4A,Cysteine protease ATG4A,50249,720,1.08 [0.97-1.21],0.1489539972738099
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATOX1,Copper transport protein ATOX1,51622,740,1.22 [1.11-1.34],2.965269303819204e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATP1B1,Sodium/potassium-transporting ATPase subunit beta-1,43272,611,1.28 [1.14-1.43],3.184240006285293e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATP1B2,Sodium/potassium-transporting ATPase subunit beta-2,43272,611,1.03 [0.82-1.29],0.7879334652045483
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATP1B3,Sodium/potassium-transporting ATPase subunit beta-3,43272,611,1.12 [0.93-1.35],0.2233679159350583
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATP1B4,Protein ATP1B4,43142,599,0.96 [0.79-1.16],0.6652208760658017
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATP2B4,Plasma membrane calcium-transporting ATPase 4,43272,611,1.01 [0.89-1.15],0.8638035472856802
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATP5F1D,"ATP synthase subunit delta, mitochondrial",43272,611,1.09 [0.95-1.25],0.2218028442687501
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATP5IF1,"ATPase inhibitor, mitochondrial",51684,744,1.09 [1.03-1.16],0.0029780395438059
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATP5PO,"ATP synthase subunit O, mitochondrial",50258,704,0.93 [0.79-1.10],0.3920020582934752
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATP6AP2,Renin receptor,50249,720,1.17 [1.01-1.36],0.0392915436345705
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATP6V1D,V-type proton ATPase subunit D,51227,734,1.12 [0.89-1.40],0.34578972990709
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATP6V1F,V-type proton ATPase subunit F,50173,704,0.98 [0.89-1.08],0.6932295819368703
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATP6V1G1,V-type proton ATPase subunit G 1,43550,617,1.13 [1.02-1.25],0.0231253591028268
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATP6V1G2,V-type proton ATPase subunit G 2,43272,611,1.04 [0.96-1.13],0.3088623015079589
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATRAID,All-trans retinoic acid-induced differentiation factor,44550,622,1.46 [1.24-1.72],5.025455167879928e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATRN,"Attractin, Isoform 2",44808,628,4.35 [2.86-6.64],8.075534991077187e-12
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATXN10,Ataxin-10,50258,704,1.05 [0.96-1.16],0.274913892211506
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATXN2,Ataxin-2,43301,603,1.07 [1.00-1.14],0.0378908537608074
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATXN2L,Ataxin-2-like protein,44664,625,1.12 [0.97-1.30],0.1266745682581614
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,ATXN3,Ataxin-3,44635,623,1.01 [0.90-1.14],0.8311768707461306
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,AXIN1,Axin-1,51387,739,1.11 [1.04-1.19],0.0022652400610597
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,AXL,Tyrosine-protein kinase receptor UFO,51667,747,1.65 [1.32-2.06],1.211944141620293e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,AZI2,5-azacytidine-induced protein 2,44664,625,1.11 [0.98-1.27],0.1102885588909513
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,AZU1,Azurocidin,49902,717,1.09 [1.01-1.18],0.031646030990362
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,B2M,Beta-2-microglobulin,44808,628,1.45 [1.26-1.67],3.049388834290388e-07
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,B3GAT3,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,43272,611,0.97 [0.66-1.43],0.8768950555892068
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",43550,617,1.63 [1.32-2.01],4.338312300228415e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,B4GALT1,"Beta-1,4-galactosyltransferase 1",51684,744,1.97 [1.58-2.45],1.6855628982139099e-09
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,B4GAT1,"Beta-1,4-glucuronyltransferase 1",51475,728,1.33 [1.02-1.74],0.035722088241697
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BABAM1,BRISC and BRCA1-A complex member 1,43445,603,0.84 [0.63-1.12],0.2278698140266735
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BACH1,Transcription regulator protein BACH1,51387,739,1.16 [1.06-1.27],0.0008127692840083
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BAG3,BAG family molecular chaperone regulator 3,50977,726,1.08 [0.91-1.27],0.3798255248422822
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BAG4,BAG family molecular chaperone regulator 4,43445,603,1.14 [0.98-1.32],0.0901963196663837
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BAG6,Large proline-rich protein BAG6,50517,724,1.23 [1.03-1.47],0.0223841964748993
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,50249,720,1.73 [1.60-1.87],7.926235771498688e-42
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BAMBI,BMP and activin membrane-bound inhibitor homolog,50249,720,1.38 [1.12-1.69],0.002285728540206
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BANK1,B-cell scaffold protein with ankyrin repeats,51387,739,1.09 [1.03-1.17],0.0050541274622973
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BAP18,Chromatin complexes subunit BAP18,44635,623,1.24 [1.13-1.36],4.064190693944479e-06
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BATF,Basic leucine zipper transcriptional factor ATF-like,43516,610,1.05 [0.97-1.15],0.2382090270624509
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BAX,Apoptosis regulator BAX,50173,702,1.13 [1.05-1.22],0.0010896580023998
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BCAM,Basal cell adhesion molecule,51475,728,1.98 [1.56-2.52],2.4986936521593075e-08
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BCAN,Brevican core protein,51062,728,0.81 [0.67-0.98],0.03044153646372
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BCAT1,"Branched-chain-amino-acid aminotransferase, cytosolic",44738,627,1.49 [1.19-1.86],0.0004606773264929
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BCAT2,"Branched-chain-amino-acid aminotransferase, mitochondrial",43301,603,1.07 [0.93-1.23],0.3157155617605431
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BCHE,Cholinesterase,43952,614,1.56 [1.17-2.08],0.0023667556163251
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BCL2,Apoptosis regulator Bcl-2,44550,622,1.23 [1.10-1.39],0.0004637864829402
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BCL2L1,Bcl-2-like protein 1,44635,623,1.06 [0.98-1.14],0.1492497167265801
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BCL2L11,"Bcl-2-like protein 11, Isoform BimL ",51387,739,1.42 [1.21-1.67],1.8204924060316845e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BCL2L15,Bcl-2-like protein 15,43445,603,1.15 [1.02-1.29],0.0254701458754179
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BCL7A,B-cell CLL/lymphoma 7 protein family member A,43142,599,0.97 [0.86-1.10],0.6640854273765291
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BCL7B,B-cell CLL/lymphoma 7 protein family member B,44533,623,1.02 [0.86-1.21],0.8173382860324302
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BCR,Breakpoint cluster region protein,51387,739,1.12 [1.04-1.20],0.0019887054320151
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BDNF,Brain-derived neurotrophic factor,44744,629,1.07 [0.97-1.17],0.1771575032074819
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BECN1,Beclin-1,43550,617,1.20 [1.06-1.36],0.0034576113335022
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BEX3,Protein BEX3,43142,599,0.99 [0.83-1.17],0.8652173206535838
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BGLAP,Osteocalcin,44744,629,1.11 [1.01-1.20],0.0221935007249497
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BGN,Biglycan,50166,717,0.98 [0.92-1.03],0.3984775996136351
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BHLHE40,Class E basic helix-loop-helix protein 40,43301,603,0.97 [0.86-1.08],0.5452642742420932
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BHMT2,S-methylmethionine--homocysteine S-methyltransferase BHMT2,43272,611,0.98 [0.72-1.33],0.8892778962334464
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BID,BH3-interacting domain death agonist,51387,739,1.13 [1.03-1.24],0.0087549018857153
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BIN2,Bridging integrator 2,51475,728,1.05 [0.97-1.12],0.2147096282235407
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BIRC2,Baculoviral IAP repeat-containing protein 2,50249,720,1.12 [1.01-1.24],0.0342775795433243
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BLMH,Bleomycin hydrolase,52096,750,1.37 [1.13-1.67],0.0013783218615286
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BLNK,B-cell linker protein,43445,603,1.20 [1.01-1.44],0.0438145156998067
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BLOC1S2,Biogenesis of lysosome-related organelles complex 1 subunit 2,43301,603,1.01 [0.91-1.12],0.8850447714028011
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BLOC1S3,Biogenesis of lysosome-related organelles complex 1 subunit 3,44635,623,1.11 [0.93-1.33],0.2613613109284883
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BLVRB,Flavin reductase,51475,728,0.97 [0.88-1.07],0.5572440813885193
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BMP10,Bone morphogenetic protein 10,43761,617,1.24 [0.95-1.63],0.1134361145309467
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BMP4,Bone morphogenetic protein 4,50977,726,1.07 [0.93-1.23],0.3432010539828217
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BMP6,Bone morphogenetic protein 6,50436,724,1.40 [1.20-1.65],2.7928312154862865e-05
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BMPER,BMP-binding endothelial regulator protein,43761,617,3.22 [2.64-3.93],1.3423170956519541e-30
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BNIP2,BCL2/adenovirus E1B 19 kDa protein-interacting protein 2,44738,627,1.16 [0.93-1.44],0.186205743671369
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BNIP3L,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,43445,603,1.19 [1.00-1.40],0.0468043372539092
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BOC,Brother of CDO,50517,724,0.75 [0.57-1.00],0.0463526474290868
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BOLA1,BolA-like protein 1,43301,603,1.15 [1.01-1.32],0.0365459612736962
Chapter XI Diseases of the digestive system,Nonalcoholic fatty liver disease,BOLA2_BOLA2B,BolA-like protein 2,43550,617,1.01 [0.87-1.16],0.922112889883866
